f(Hz),Zc(%)
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
58.767857660247905,36.77831327192532
